"";"reg_name";"crash_type_name";"crash_date";"crash_time";"crash_reason";"fatalities_amount";"victims_amount";"vehicles_amount";"participants_amount";"month"
"9845";"Ростовская область";"Наезд на пешехода";20180419;"07:45";"Иные нарушения ПДД пешеходом";0;1;1;2;2018-04-01
"9846";"Республика Крым";"Наезд на пешехода";20180419;"07:30";"Нарушение правил проезда пешеходного перехода";1;0;1;2;2018-04-01
"9847";"Хабаровский край";"Столкновение";20180419;"07:10";"Несоответствие скорости конкретным условиям движения, Выезд на полосу встречного движения с разворотом, поворотом налево или объездом препятствия";5;0;2;5;2018-04-01
"9848";"Курская область";"Столкновение";20180419;"07:10";"";1;0;2;2;2018-04-01
"9849";"Краснодарский край";"Столкновение";20180419;"06:45";"Несоблюдение очередности проезда";1;0;2;2;2018-04-01
"9850";"Красноярский край";"Опрокидывание";20180419;"06:30";"Другие нарушения ПДД водителями";1;0;1;12;2018-04-01
"9851";"Ростовская область";"Столкновение";20180419;"05:30";"Другие нарушения ПДД водителями";2;0;3;4;2018-04-01
"9852";"Краснодарский край";"Столкновение";20180419;"04:50";"Несоблюдение очередности проезда";2;0;2;3;2018-04-01
"9853";"Московская область";"Столкновение";20180419;"04:30";"Несоблюдение очередности проезда";1;0;2;2;2018-04-01
"9854";"Республика Бурятия";"Опрокидывание";20180419;"04:30";"Нарушение правил расположения ТС на проезжей части";6;0;1;5;2018-04-01
"9855";"Тюменская область";"Наезд на стоящее ТС";20180419;"04:20";"Превышение установленной скорости движения";2;0;2;3;2018-04-01
"9856";"Псковская область";"Наезд на препятствие";20180419;"03:45";"Другие нарушения ПДД водителями";1;0;1;12;2018-04-01
"9857";"Архангельская область";"Столкновение";20180419;"02:10";"Выезд на полосу встречного движения";1;0;2;2;2018-04-01
"9858";"Брянская область";"Наезд на пешехода";20180419;"02:10";"Ходьба вдоль проезжей части попутного направления вне населенного пункта при удовлетворительном состоянии обочины";1;0;1;2;2018-04-01
"9859";"Московская область";"Наезд на пешехода";20180419;"01:45";"Нахождение на проезжей части без цели её перехода, Несоответствие скорости конкретным условиям движения";1;0;1;2;2018-04-01
"9860";"Москва";"Столкновение";20180419;"01:00";"Нарушение правил перестроения";1;0;2;2;2018-04-01
"9861";"Республика Татарстан";"Опрокидывание";20180419;"01:00";"Нарушение правил расположения ТС на проезжей части";0;1;2;12;2018-04-01
"9862";"Владимирская область";"Наезд на пешехода";20180419;"00:45";"Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка)";0;1;1;2;2018-04-01
"9863";"Московская область";"Столкновение";20180419;"00:20";"Несоблюдение очередности проезда";1;0;3;2;2018-04-01
"9864";"Свердловская область";"Наезд на пешехода";20180419;"00:20";"Другие нарушения ПДД водителями";2;0;1;3;2018-04-01
"9865";"Ростовская область";"Наезд на пешехода";20180418;"23:50";"Нахождение на проезжей части без цели её перехода";0;1;1;2;2018-04-01
"9866";"Владимирская область";"Наезд на стоящее ТС";20180418;"23:40";"Нарушение правил расположения ТС на проезжей части";3;0;2;4;2018-04-01
"9867";"Приморский край";"Опрокидывание";20180418;"23:26";"";1;0;1;12;2018-04-01
"9868";"Свердловская область";"Наезд на пешехода";20180418;"23:00";"Нахождение на проезжей части без цели её перехода";0;1;1;2;2018-04-01
"9869";"Смоленская область";"Опрокидывание";20180418;"22:45";"Другие нарушения ПДД водителями";1;0;1;2;2018-04-01
"9870";"Краснодарский край";"Наезд на препятствие";20180418;"22:10";"Нарушение правил расположения ТС на проезжей части";0;1;1;12;2018-04-01
"9871";"Красноярский край";"Наезд на животное";20180418;"22:10";"Другие нарушения ПДД водителями";4;0;2;4;2018-04-01
"9872";"Республика Тыва";"Наезд на пешехода";20180418;"22:05";"Иные нарушения ПДД пешеходом, Несоответствие скорости конкретным условиям движения";0;1;1;2;2018-04-01
"9873";"Ленинградская область";"Опрокидывание";20180418;"22:00";"Другие нарушения ПДД водителями";1;0;1;12;2018-04-01
"9874";"Республика Хакасия";"Наезд на пешехода";20180418;"21:36";"Нахождение на проезжей части без цели её перехода";0;1;1;2;2018-04-01
"9875";"Москва";"Столкновение";20180418;"21:35";"Неправильный выбор дистанции";5;0;2;4;2018-04-01
"9876";"Краснодарский край";"Наезд на пешехода";20180418;"21:30";"Нахождение на проезжей части без цели её перехода";0;1;1;2;2018-04-01
"9877";"Забайкальский край";"Съезд с дороги";20180418;"21:28";"Нарушение правил расположения ТС на проезжей части";2;0;1;3;2018-04-01
"9878";"Московская область";"Столкновение";20180418;"21:20";"Неправильный выбор дистанции";1;0;2;2;2018-04-01
"9879";"Алтайский край";"Опрокидывание";20180418;"21:10";"Нарушение правил расположения ТС на проезжей части";1;0;1;2;2018-04-01
"9880";"Ростовская область";"Наезд на пешехода";20180418;"20:50";"Ходьба вдоль проезжей части попутного направления вне населенного пункта при удовлетворительном состоянии обочины";1;0;1;2;2018-04-01
"9881";"Республика Калмыкия";"Столкновение";20180418;"20:45";"Неправильный выбор дистанции";1;1;3;4;2018-04-01
"9882";"Ленинградская область";"Опрокидывание";20180418;"20:40";"Другие нарушения ПДД водителями";1;0;1;2;2018-04-01
"9883";"Сахалинская область";"Столкновение";20180418;"20:35";"Выезд на полосу встречного движения";3;0;2;4;2018-04-01
"9884";"Краснодарский край";"Опрокидывание";20180418;"20:15";"Превышение установленной скорости движения";2;0;1;2;2018-04-01
"9885";"Республика Дагестан";"Наезд на пешехода";20180418;"20:10";"Другие нарушения ПДД водителями";1;0;1;2;2018-04-01
"9886";"Воронежская область";"Наезд на стоящее ТС";20180418;"20:00";"Другие нарушения ПДД водителями";2;0;3;4;2018-04-01
"9887";"Московская область";"Столкновение";20180418;"19:50";"Неправильный выбор дистанции";1;0;3;3;2018-04-01
"9888";"Сахалинская область";"Столкновение";20180418;"19:50";"Выезд на полосу встречного движения";3;1;3;5;2018-04-01
"9889";"Новгородская область";"Наезд на препятствие";20180418;"19:05";"Несоответствие скорости конкретным условиям движения";0;2;1;2;2018-04-01
"9890";"Кемеровская область";"Столкновение";20180418;"18:45";"Выезд на полосу встречного движения";5;3;2;8;2018-04-01
"9891";"Вологодская область";"Съезд с дороги";20180418;"18:35";"Иные нарушения ПДД пассажирами, Несоответствие скорости конкретным условиям движения";2;0;1;2;2018-04-01
"9892";"Ростовская область";"Иной вид ДТП";20180418;"18:10";"Нарушение правил расположения ТС на проезжей части";1;0;1;2;2018-04-01
"9893";"Московская область";"Столкновение";20180418;"18:05";"Нарушение требований сигналов светофора";2;0;2;3;2018-04-01
"9894";"Владимирская область";"Опрокидывание";20180418;"18:00";"Другие нарушения ПДД водителями";1;0;1;12;2018-04-01
"9895";"Нижегородская область";"Съезд с дороги";20180418;"18:00";"";1;0;1;2;2018-04-01
"9896";"Кировская область";"Столкновение";20180418;"17:40";"Нарушение правил обгона";1;0;3;5;2018-04-01
"9897";"Приморский край";"Опрокидывание";20180418;"17:30";"Другие нарушения ПДД водителями";1;0;1;2;2018-04-01
"9898";"Челябинская область";"Столкновение";20180418;"17:15";"Другие нарушения ПДД водителями";1;0;2;2;2018-04-01
"9899";"Московская область";"Опрокидывание";20180418;"17:15";"Несоответствие скорости конкретным условиям движения";1;0;1;2;2018-04-01
"9900";"Республика Тыва";"Столкновение";20180418;"17:09";"Несоблюдение очередности проезда";1;0;2;2;2018-04-01
"9901";"Ростовская область";"Столкновение";20180418;"17:00";"Нарушение требований дорожных знаков";1;0;2;2;2018-04-01
"9902";"Нижегородская область";"Столкновение";20180418;"16:50";"Несоблюдение бокового интервала";1;0;3;3;2018-04-01
"9903";"Красноярский край";"Столкновение";20180418;"16:50";"Выезд на полосу встречного движения";2;0;2;3;2018-04-01
"9904";"Кировская область";"Столкновение";20180418;"16:35";"Неправильный выбор дистанции";1;0;2;4;2018-04-01
"9905";"Брянская область";"Опрокидывание";20180418;"16:10";"Другие нарушения ПДД водителями";1;1;1;3;2018-04-01
"9906";"Челябинская область";"Опрокидывание";20180418;"16:10";"Другие нарушения ПДД водителями, Другие нарушения ПДД водителями";1;0;2;2;2018-04-01
"9907";"Саратовская область";"Съезд с дороги";20180418;"16:00";"Нарушение правил расположения ТС на проезжей части";2;0;1;2;2018-04-01
"9908";"Мурманская область";"Столкновение";20180418;"15:57";"Выезд на полосу встречного движения";1;0;3;3;2018-04-01
"9909";"Кемеровская область";"Наезд на пешехода";20180418;"15:45";"Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода";2;0;1;2;2018-04-01
"9910";"Краснодарский край";"Опрокидывание";20180418;"15:40";"Превышение установленной скорости движения";1;0;1;12;2018-04-01
"9911";"Саратовская область";"Съезд с дороги";20180418;"15:40";"Другие нарушения ПДД водителями";1;1;1;2;2018-04-01
"9912";"Краснодарский край";"Наезд на препятствие";20180418;"14:45";"Превышение установленной скорости движения";1;0;1;12;2018-04-01
"9913";"Челябинская область";"Столкновение";20180418;"14:10";"Нарушение правил обгона";7;6;2;9;2018-04-01
"9914";"Республика Северная Осетия — Алания";"Наезд на препятствие";20180418;"14:00";"Превышение установленной скорости движения";1;0;1;12;2018-04-01
"9915";"Москва";"Столкновение";20180418;"13:07";"Неправильный выбор дистанции";1;0;2;2;2018-04-01
"9916";"Амурская область";"Опрокидывание";20180418;"13:00";"Другие нарушения ПДД водителями";0;1;1;12;2018-04-01
"9917";"Приморский край";"Столкновение";20180418;"12:25";"Несоблюдение очередности проезда";1;0;2;2;2018-04-01
"9918";"Московская область";"Столкновение";20180418;"12:15";"Выезд на полосу встречного движения";2;1;2;3;2018-04-01
"9919";"Алтайский край";"Наезд на пешехода";20180418;"12:00";"Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода";1;0;1;2;2018-04-01
"9920";"Краснодарский край";"Опрокидывание";20180418;"11:30";"Нарушение правил расположения ТС на проезжей части";2;0;1;2;2018-04-01
"9921";"Республика Дагестан";"Опрокидывание";20180418;"11:30";"Другие нарушения ПДД водителями";1;0;1;12;2018-04-01
"9922";"Московская область";"Наезд на стоящее ТС";20180418;"11:05";"Несоответствие скорости конкретным условиям движения";1;0;2;3;2018-04-01
"9923";"Ульяновская область";"Съезд с дороги";20180418;"10:50";"Нарушение правил расположения ТС на проезжей части";1;0;1;12;2018-04-01
"9924";"Калужская область";"Столкновение";20180418;"10:40";"Выезд на полосу встречного движения с разворотом, поворотом налево или объездом препятствия";1;0;2;2;2018-04-01
"9925";"Московская область";"Столкновение";20180418;"10:10";"Несоответствие скорости конкретным условиям движения";1;0;2;2;2018-04-01
"9926";"Приморский край";"Наезд на стоящее ТС";20180418;"10:00";"Несоответствие скорости конкретным условиям движения";1;0;2;3;2018-04-01
"9927";"Приморский край";"Столкновение";20180418;"09:40";"Неправильный выбор дистанции";1;0;2;3;2018-04-01
"9928";"Калужская область";"Наезд на препятствие";20180418;"09:30";"Другие нарушения ПДД водителями";2;0;1;2;2018-04-01
"9929";"Московская область";"Столкновение";20180418;"09:00";"Несоблюдение очередности проезда";2;0;2;3;2018-04-01
"9930";"Краснодарский край";"Наезд на пешехода";20180418;"08:45";"Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка)";1;0;1;2;2018-04-01
"9931";"Карачаево-Черкесская Республика";"Иной вид ДТП";20180418;"08:35";"Нарушение правил расположения ТС на проезжей части";1;0;1;12;2018-04-01
"9932";"Ленинградская область";"Наезд на пешехода";20180418;"08:05";"Неподчинение сигналам регулирования (пешеход)";1;0;1;2;2018-04-01
"9933";"Пермский край";"Столкновение";20180418;"08:00";"Неправильный выбор дистанции";1;0;2;3;2018-04-01
"9934";"Республика Алтай";"Столкновение";20180418;"07:40";"Выезд на полосу встречного движения";1;0;2;2;2018-04-01
"9935";"Челябинская область";"Опрокидывание";20180418;"06:40";"";1;0;1;2;2018-04-01
"9936";"Курганская область";"Столкновение";20180418;"06:10";"Выезд на полосу встречного движения";1;0;3;3;2018-04-01
"9937";"Еврейская автономная область";"Наезд на препятствие";20180418;"06:00";"Превышение установленной скорости движения";2;0;1;3;2018-04-01
"9938";"Республика Дагестан";"Опрокидывание";20180418;"05:30";"Другие нарушения ПДД водителями";1;0;2;12;2018-04-01
"9939";"Республика Башкортостан";"Наезд на препятствие";20180418;"05:30";"Нарушение правил расположения ТС на проезжей части";1;0;1;12;2018-04-01
"9940";"Республика Алтай";"Опрокидывание";20180418;"05:25";"Выезд на полосу встречного движения";1;0;1;12;2018-04-01
"9941";"Мурманская область";"Опрокидывание";20180418;"05:25";"Несоответствие скорости конкретным условиям движения";1;0;1;12;2018-04-01
"9942";"Смоленская область";"Опрокидывание";20180418;"05:00";"Другие нарушения ПДД водителями";1;0;1;2;2018-04-01
"9943";"Забайкальский край";"Столкновение";20180418;"04:50";"Нарушение правил расположения ТС на проезжей части";1;0;2;5;2018-04-01
"9944";"Ярославская область";"Наезд на стоящее ТС";20180418;"04:45";"Нарушение правил расположения ТС на проезжей части";1;0;3;2;2018-04-01
"9945";"Рязанская область";"Опрокидывание";20180418;"04:30";"Несоответствие скорости конкретным условиям движения";2;0;1;2;2018-04-01
"9946";"Ульяновская область";"Опрокидывание";20180418;"04:00";"Выезд на полосу встречного движения";2;0;1;2;2018-04-01
"9947";"Краснодарский край";"Наезд на стоящее ТС";20180418;"03:30";"Превышение установленной скорости движения";4;1;6;8;2018-04-01
"9948";"Краснодарский край";"Столкновение";20180418;"03:20";"Неправильный выбор дистанции";1;0;3;2;2018-04-01
"9949";"Краснодарский край";"Столкновение";20180418;"03:15";"Выезд на полосу встречного движения в местах, где это запрещено";2;0;3;3;2018-04-01
"9950";"Республика Татарстан";"Опрокидывание";20180418;"03:00";"Нарушение правил расположения ТС на проезжей части";1;0;1;12;2018-04-01
"9951";"Ставропольский край";"Опрокидывание";20180418;"02:50";"Превышение установленной скорости движения";1;0;1;12;2018-04-01
"9952";"Владимирская область";"Опрокидывание";20180418;"02:00";"Несоответствие скорости конкретным условиям движения";0;1;1;12;2018-04-01
"9953";"Краснодарский край";"Наезд на пешехода";20180418;"01:00";"Переход проезжей части в запрещённом месте (оборудованном пешеходными ограждениями)";0;1;2;2;2018-04-01
"9954";"Омская область";"Столкновение";20180418;"00:10";"Выезд на полосу встречного движения";0;1;2;2;2018-04-01
"9955";"Республика Мордовия";"Столкновение";20180418;"00:05";"Выезд на полосу встречного движения";2;0;2;2;2018-04-01
"9956";"Свердловская область";"Наезд на пешехода";20180417;"23:40";"Другие нарушения ПДД водителями, Ходьба вдоль проезжей части попутного направления вне населенного пункта при удовлетворительном состоянии обочины";1;0;1;2;2018-04-01
"9957";"Оренбургская область";"Столкновение";20180417;"23:30";"Выезд на полосу встречного движения";0;1;3;2;2018-04-01
"9958";"Забайкальский край";"Столкновение";20180417;"23:30";"Выезд на полосу встречного движения";0;1;3;2;2018-04-01
"9959";"Республика Крым";"Столкновение";20180417;"23:02";"Неправильный выбор дистанции";1;0;2;2;2018-04-01
"9960";"Иркутская область";"Наезд на пешехода";20180417;"22:40";"Ходьба вдоль проезжей части попутного направления вне населенного пункта при удовлетворительном состоянии обочины";0;1;1;2;2018-04-01
"9961";"Саратовская область";"Наезд на пешехода";20180417;"22:40";"Нахождение на проезжей части без цели её перехода";1;0;1;2;2018-04-01
"9962";"Республика Башкортостан";"Столкновение";20180417;"22:25";"Неправильный выбор дистанции, Нарушение правил расположения ТС на проезжей части";1;0;2;2;2018-04-01
"9963";"Республика Карелия";"Опрокидывание";20180417;"22:10";"Другие нарушения ПДД водителями";1;0;1;12;2018-04-01
"9964";"Саратовская область";"Падение пассажира";20180417;"22:05";"Оставление движущегося транспортного средства (выход или выпрыгивание на ходу и т.д.)";1;0;1;3;2018-04-01
"9965";"Забайкальский край";"Наезд на пешехода";20180417;"21:50";"Нахождение на проезжей части без цели её перехода";1;0;1;2;2018-04-01
"9966";"Карачаево-Черкесская Республика";"Столкновение";20180417;"21:45";"Нарушение правил расположения ТС на проезжей части";5;0;2;5;2018-04-01
"9967";"Московская область";"Наезд на пешехода";20180417;"21:40";"Нахождение на проезжей части без цели её перехода";0;1;1;2;2018-04-01
"9968";"Республика Адыгея";"Наезд на велосипедиста";20180417;"21:30";"Другие нарушения ПДД водителями";4;0;2;3;2018-04-01
"9969";"Московская область";"Столкновение";20180417;"21:15";"Нарушение правил перестроения";1;0;2;2;2018-04-01
"9970";"Тульская область";"Наезд на препятствие";20180417;"21:00";"Другие нарушения ПДД водителями";1;0;1;2;2018-04-01
"9971";"Кировская область";"Опрокидывание";20180417;"20:45";"Другие нарушения ПДД водителями";1;0;1;12;2018-04-01
"9972";"Хабаровский край";"Опрокидывание";20180417;"20:30";"Другие нарушения ПДД водителями";1;0;1;12;2018-04-01
"9973";"Белгородская область";"Столкновение";20180417;"20:20";"Выезд на полосу встречного движения";1;0;3;2;2018-04-01
"9974";"Владимирская область";"Столкновение";20180417;"20:15";"Несоблюдение очередности проезда";2;0;2;3;2018-04-01
"9975";"Еврейская автономная область";"Опрокидывание";20180417;"19:50";"Несоответствие скорости конкретным условиям движения";1;0;1;12;2018-04-01
"9976";"Пензенская область";"Столкновение";20180417;"19:45";"Неправильный выбор дистанции";2;0;3;3;2018-04-01
"9977";"Краснодарский край";"Столкновение";20180417;"19:45";"Неправильный выбор дистанции";2;0;3;4;2018-04-01
"9978";"Калужская область";"Наезд на препятствие";20180417;"19:30";"Другие нарушения ПДД водителями";0;1;1;12;2018-04-01
"9979";"Ростовская область";"Наезд на стоящее ТС";20180417;"19:30";"Превышение установленной скорости движения";1;0;2;3;2018-04-01
"9980";"Саратовская область";"Столкновение";20180417;"19:15";"Нарушение правил расположения ТС на проезжей части";5;0;2;5;2018-04-01
"9981";"Кемеровская область";"Столкновение";20180417;"18:40";"Нарушение правил обгона";1;1;3;2;2018-04-01
"9982";"Курганская область";"Столкновение";20180417;"18:30";"Выезд на полосу встречного движения";0;2;2;2;2018-04-01
"9983";"Республика Северная Осетия — Алания";"Опрокидывание";20180417;"18:20";"Превышение установленной скорости движения";2;1;1;4;2018-04-01
"9984";"Ставропольский край";"Столкновение";20180417;"18:00";"Выезд на полосу встречного движения";1;0;2;2;2018-04-01
"9985";"Приморский край";"Наезд на стоящее ТС";20180417;"18:00";"Другие нарушения ПДД водителями";1;0;2;2;2018-04-01
"9986";"Курская область";"Столкновение";20180417;"17:50";"Выезд на полосу встречного движения";1;2;2;3;2018-04-01
"9987";"Волгоградская область";"Столкновение";20180417;"17:30";"Неправильный выбор дистанции, Нарушение правил расположения ТС на проезжей части";3;0;3;7;2018-04-01
"9988";"Краснодарский край";"Опрокидывание";20180417;"17:30";"Нарушение правил расположения ТС на проезжей части";4;0;1;4;2018-04-01
"9989";"Смоленская область";"Опрокидывание";20180417;"17:00";"Другие нарушения ПДД водителями";2;0;1;12;2018-04-01
"9990";"Архангельская область";"Столкновение";20180417;"16:50";"Неправильный выбор дистанции";7;0;5;9;2018-04-01
"9991";"Ставропольский край";"Наезд на пешехода";20180417;"16:41";"Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода";2;0;1;2;2018-04-01
"9992";"Московская область";"Столкновение";20180417;"16:35";"Неправильный выбор дистанции";1;0;2;2;2018-04-01
"9993";"Псковская область";"Наезд на препятствие";20180417;"16:30";"Другие нарушения ПДД водителями";2;0;1;2;2018-04-01
"9994";"Краснодарский край";"Столкновение";20180417;"16:20";"Другие нарушения ПДД водителями";2;0;2;3;2018-04-01
"9995";"Республика Калмыкия";"Столкновение";20180417;"16:10";"Выезд на полосу встречного движения с разворотом, поворотом налево или объездом препятствия";1;0;5;5;2018-04-01
"9996";"Пермский край";"Столкновение";20180417;"15:55";"Выезд на полосу встречного движения";5;0;3;5;2018-04-01
"9997";"Архангельская область";"Падение пассажира";20180417;"15:15";"Другие нарушения ПДД водителями";1;0;1;2;2018-04-01
"9998";"Краснодарский край";"Столкновение";20180417;"15:00";"Выезд на полосу встречного движения в местах, где это запрещено";0;1;3;2;2018-04-01
"9999";"Хабаровский край";"Съезд с дороги";20180417;"15:00";"Нарушение правил расположения ТС на проезжей части";1;0;1;2;2018-04-01
"10000";"Еврейская автономная область";"Опрокидывание";20180417;"15:00";"Превышение установленной скорости движения";1;0;1;12;2018-04-01
"10001";"Ростовская область";"Столкновение";20180417;"14:45";"Нарушение правил перестроения";2;0;2;3;2018-04-01
"10002";"Липецкая область";"Столкновение";20180417;"14:30";"Выезд на полосу встречного движения";1;0;2;3;2018-04-01
"10003";"Республика Карелия";"Съезд с дороги";20180417;"14:20";"Другие нарушения ПДД водителями";3;0;1;2;2018-04-01
"10004";"Тульская область";"Наезд на пешехода";20180417;"14:20";"Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода";1;0;1;2;2018-04-01
"10005";"Нижегородская область";"Столкновение";20180417;"14:15";"Нарушение правил перестроения";1;0;2;3;2018-04-01
"10006";"Краснодарский край";"Столкновение";20180417;"14:10";"Неправильный выбор дистанции";1;0;2;2;2018-04-01
"10007";"Амурская область";"Столкновение";20180417;"14:00";"Несоблюдение бокового интервала, Выезд на полосу встречного движения";1;0;2;2;2018-04-01
"10008";"Тульская область";"Столкновение";20180417;"13:55";"Неправильный выбор дистанции";2;0;2;2;2018-04-01
"10009";"Камчатский край";"Столкновение";20180417;"13:30";"Нарушение правил перестроения";1;0;2;3;2018-04-01
"10010";"Тульская область";"Столкновение";20180417;"13:25";"Несоблюдение очередности проезда";0;2;3;3;2018-04-01
"10011";"Смоленская область";"Опрокидывание";20180417;"13:20";"Несоответствие скорости конкретным условиям движения";1;0;1;12;2018-04-01
"10012";"Москва";"Наезд на пешехода";20180417;"13:15";"Неподчинение сигналам регулирования (пешеход)";0;1;2;2;2018-04-01
"10013";"Ставропольский край";"Столкновение";20180417;"12:55";"Нарушение правил обгона";4;0;2;5;2018-04-01
"10014";"Челябинская область";"Опрокидывание";20180417;"12:35";"Нарушение правил расположения ТС на проезжей части";0;1;1;12;2018-04-01
"10015";"Магаданская область";"Опрокидывание";20180417;"12:30";"Другие нарушения ПДД водителями";1;0;1;2;2018-04-01
"10016";"Калужская область";"Столкновение";20180417;"12:25";"Неправильный выбор дистанции";1;0;2;2;2018-04-01
"10017";"Ставропольский край";"Столкновение";20180417;"12:25";"Несоблюдение очередности проезда";1;0;2;2;2018-04-01
"10018";"Астраханская область";"Опрокидывание";20180417;"12:23";"Другие нарушения ПДД водителями";2;0;1;2;2018-04-01
"10019";"Ставропольский край";"Падение пассажира";20180417;"12:20";"Другие нарушения ПДД водителями";1;0;1;2;2018-04-01
"10020";"Республика Мордовия";"Съезд с дороги";20180417;"12:20";"Нарушение правил расположения ТС на проезжей части";1;0;2;12;2018-04-01
"10021";"Амурская область";"Съезд с дороги";20180417;"12:00";"Другие нарушения ПДД водителями";2;0;1;12;2018-04-01
"10022";"Омская область";"Столкновение";20180417;"11:55";"Выезд на полосу встречного движения";5;6;2;10;2018-04-01
"10023";"Ростовская область";"Наезд на препятствие";20180417;"11:50";"Другие нарушения ПДД водителями";1;0;1;12;2018-04-01
"10024";"Кировская область";"Столкновение";20180417;"11:40";"Другие нарушения ПДД водителями";2;0;2;3;2018-04-01
"10025";"Сахалинская область";"Столкновение";20180417;"11:30";"Нарушение правил обгона";1;0;2;2;2018-04-01
"10026";"Ульяновская область";"Столкновение";20180417;"11:30";"Несоблюдение бокового интервала";2;0;2;2;2018-04-01
"10027";"Пензенская область";"Опрокидывание";20180417;"11:30";"Другие нарушения ПДД водителями";0;2;1;2;2018-04-01
"10028";"Ивановская область";"Наезд на пешехода";20180417;"11:25";"Нарушение правил расположения ТС на проезжей части";1;0;1;2;2018-04-01
"10029";"Республика Татарстан";"Столкновение";20180417;"11:20";"Неправильный выбор дистанции";1;0;5;3;2018-04-01
"10030";"Амурская область";"Съезд с дороги";20180417;"11:00";"Другие нарушения ПДД водителями";1;0;1;5;2018-04-01
"10031";"Смоленская область";"Наезд на пешехода";20180417;"10:35";"Нарушение правил проезда пешеходного перехода, Неправильный выбор дистанции";2;0;2;3;2018-04-01
"10032";"Приморский край";"Съезд с дороги";20180417;"10:10";"Другие нарушения ПДД водителями, Иные нарушения ПДД пассажирами";3;0;1;3;2018-04-01
"10033";"Брянская область";"Столкновение";20180417;"10:00";"Несоблюдение очередности проезда";1;0;2;2;2018-04-01
"10034";"Приморский край";"Наезд на пешехода";20180417;"09:50";"Нарушение правил проезда пешеходного перехода";1;0;1;2;2018-04-01
"10035";"Москва";"Столкновение";20180417;"09:40";"Неправильный выбор дистанции";1;0;3;3;2018-04-01
"10036";"Свердловская область";"Столкновение";20180417;"09:20";"Выезд на полосу встречного движения";2;0;2;2;2018-04-01
"10037";"Воронежская область";"Столкновение";20180417;"09:15";"Несоблюдение очередности проезда";1;0;2;2;2018-04-01
"10038";"Республика Крым";"Столкновение";20180417;"09:05";"Неправильный выбор дистанции";1;0;4;5;2018-04-01
"10039";"Республика Северная Осетия — Алания";"Столкновение";20180417;"08:50";"Неправильный выбор дистанции";1;0;2;3;2018-04-01
"10040";"Кемеровская область";"Опрокидывание";20180417;"08:30";"Другие нарушения ПДД водителями";2;1;1;4;2018-04-01
"10041";"Республика Алтай";"Наезд на пешехода";20180417;"08:25";"Нарушение правил проезда пешеходного перехода";0;2;1;4;2018-04-01
"10042";"Республика Крым";"Столкновение";20180417;"08:25";"Неправильный выбор дистанции";1;0;3;3;2018-04-01
"10043";"Республика Адыгея";"Столкновение";20180417;"08:05";"Неправильный выбор дистанции";2;0;2;3;2018-04-01
"10044";"Новосибирская область";"Наезд на велосипедиста";20180417;"08:00";"Нарушение правил расположения ТС на проезжей части";1;0;2;2;2018-04-01
"10045";"Нижегородская область";"Падение пассажира";20180417;"07:30";"Иные нарушения ПДД пассажирами";1;0;1;2;2018-04-01
"10046";"Московская область";"Наезд на стоящее ТС";20180417;"07:10";"Несоответствие скорости конкретным условиям движения";1;0;2;2;2018-04-01
"10047";"Краснодарский край";"Столкновение";20180417;"07:05";"Нарушение правил перестроения";1;0;2;2;2018-04-01
"10048";"Ростовская область";"Столкновение";20180417;"06:15";"Нарушение правил перестроения";1;0;2;3;2018-04-01
"10049";"Белгородская область";"Наезд на препятствие";20180417;"06:00";"Нарушение правил расположения ТС на проезжей части";2;0;1;2;2018-04-01
"10050";"Кемеровская область";"Наезд на пешехода";20180417;"05:22";"Нахождение на проезжей части без цели её перехода";0;1;1;2;2018-04-01
"10051";"Москва";"Наезд на стоящее ТС";20180417;"03:30";"Несоответствие скорости конкретным условиям движения";1;0;2;2;2018-04-01
"10052";"Псковская область";"Опрокидывание";20180417;"01:30";"";1;0;2;12;2018-04-01
"10053";"Ярославская область";"Наезд на пешехода";20180417;"01:10";"Ходьба вдоль проезжей части попутного направления вне населенного пункта при удовлетворительном состоянии обочины";0;1;1;2;2018-04-01
"10054";"Ростовская область";"Наезд на препятствие";20180417;"01:05";"Превышение установленной скорости движения";1;0;1;2;2018-04-01
"10055";"Иркутская область";"Опрокидывание";20180417;"01:00";"";1;0;1;12;2018-04-01
"10056";"Томская область";"Наезд на пешехода";20180417;"00:20";"Другие нарушения ПДД водителями";0;1;1;2;2018-04-01
"10057";"Пензенская область";"Столкновение";20180416;"23:55";"Несоблюдение очередности проезда";0;1;4;3;2018-04-01
"10058";"Архангельская область";"Столкновение";20180416;"23:20";"Выезд на полосу встречного движения";1;0;2;3;2018-04-01
"10059";"Владимирская область";"Наезд на препятствие";20180416;"23:10";"Другие нарушения ПДД водителями";1;0;1;3;2018-04-01
"10060";"Республика Дагестан";"Съезд с дороги";20180416;"23:00";"Другие нарушения ПДД водителями";3;0;1;3;2018-04-01
