"";"reg_name";"crash_type_name";"crash_date";"crash_time";"crash_reason";"fatalities_amount";"victims_amount";"vehicles_amount";"participants_amount";"month"
"226";"Оренбургская область";"Столкновение";20180629;"20:10";"Неправильный выбор дистанции";1;0;2;3;2018-06-01
"227";"Ленинградская область";"Столкновение";20180629;"20:00";"Несоблюдение бокового интервала";1;0;2;2;2018-06-01
"228";"Краснодарский край";"Наезд на пешехода";20180629;"20:00";"Нарушение правил проезда пешеходного перехода";1;0;1;2;2018-06-01
"229";"Московская область";"Столкновение";20180629;"19:50";"Несоблюдение очередности проезда";1;0;2;3;2018-06-01
"230";"Курская область";"Наезд на препятствие";20180629;"19:30";"Несоблюдение очередности проезда";0;1;2;2;2018-06-01
"231";"Воронежская область";"Съезд с дороги";20180629;"19:30";"Нарушение правил расположения ТС на проезжей части";3;0;1;2;2018-06-01
"232";"Самарская область";"Столкновение";20180629;"19:10";"Неправильный выбор дистанции";1;0;2;3;2018-06-01
"233";"Московская область";"Наезд на препятствие";20180629;"19:10";"Превышение установленной скорости движения";1;0;1;12;2018-06-01
"234";"Саратовская область";"Опрокидывание";20180629;"19:00";"Нарушение правил расположения ТС на проезжей части";1;0;2;3;2018-06-01
"235";"Удмуртская Республика";"Наезд на препятствие";20180629;"19:00";"Другие нарушения ПДД водителями";1;1;1;2;2018-06-01
"236";"Республика Бурятия";"Столкновение";20180629;"19:00";"Выезд на полосу встречного движения";5;0;3;6;2018-06-01
"237";"Красноярский край";"Съезд с дороги";20180629;"18:50";"Нарушение правил расположения ТС на проезжей части";2;1;1;2;2018-06-01
"238";"Иркутская область";"Столкновение";20180629;"18:45";"Неправильный выбор дистанции";1;0;3;2;2018-06-01
